algo,serie,dimension,time
serie2,strassen,8,93
serie2,strassen,8,128
serie2,strassen,8,109
serie2,strassen,8,91
serie2,strassen,8,91
serie2,strassen,8,110
serie2,strassen,8,109
serie2,strassen,8,111
serie2,strassen,8,90
serie2,strassen,8,95
