algo,serie,dimension,time
serie4,conv,32,105
serie4,conv,32,139
serie4,conv,32,111
serie4,conv,32,111
serie4,conv,32,103
serie4,conv,32,115
serie4,conv,32,109
serie4,conv,32,112
serie4,conv,32,110
serie4,conv,32,109
