algo,serie,dimension,time
serie5,strassen,64,317
serie5,strassen,64,308
serie5,strassen,64,284
serie5,strassen,64,385
serie5,strassen,64,351
serie5,strassen,64,408
serie5,strassen,64,504
serie5,strassen,64,298
serie5,strassen,64,277
serie5,strassen,64,344
