algo,serie,dimension,time
serie1,strassenSeuil,4,93
serie1,strassenSeuil,4,121
serie1,strassenSeuil,4,87
serie1,strassenSeuil,4,89
serie1,strassenSeuil,4,98
serie1,strassenSeuil,4,134
serie1,strassenSeuil,4,90
serie1,strassenSeuil,4,93
serie1,strassenSeuil,4,91
serie1,strassenSeuil,4,89
