algo,serie,dimension,time
serie1,conv,4,94
serie1,conv,4,84
serie1,conv,4,91
serie1,conv,4,93
serie1,conv,4,94
serie1,conv,4,90
serie1,conv,4,90
serie1,conv,4,90
serie1,conv,4,90
serie1,conv,4,86
