algo,serie,dimension,time
serie1,strassen,4,102
serie1,strassen,4,83
serie1,strassen,4,85
serie1,strassen,4,99
serie1,strassen,4,89
serie1,strassen,4,128
serie1,strassen,4,111
serie1,strassen,4,89
serie1,strassen,4,92
serie1,strassen,4,88
