algo,serie,dimension,time
serie5,conv,64,142
serie5,conv,64,187
serie5,conv,64,162
serie5,conv,64,142
serie5,conv,64,150
serie5,conv,64,143
serie5,conv,64,158
serie5,conv,64,152
serie5,conv,64,158
serie5,conv,64,158
