algo,serie,dimension,time
serie4,strassenSeuil,32,142
serie4,strassenSeuil,32,154
serie4,strassenSeuil,32,125
serie4,strassenSeuil,32,128
serie4,strassenSeuil,32,144
serie4,strassenSeuil,32,151
serie4,strassenSeuil,32,128
serie4,strassenSeuil,32,115
serie4,strassenSeuil,32,157
serie4,strassenSeuil,32,112
