algo,serie,dimension,time
serie5,strassenSeuil,64,155
serie5,strassenSeuil,64,258
serie5,strassenSeuil,64,179
serie5,strassenSeuil,64,217
serie5,strassenSeuil,64,239
serie5,strassenSeuil,64,194
serie5,strassenSeuil,64,193
serie5,strassenSeuil,64,191
serie5,strassenSeuil,64,223
serie5,strassenSeuil,64,155
