algo,serie,dimension,time
serie3,strassenSeuil,16,93
serie3,strassenSeuil,16,98
serie3,strassenSeuil,16,96
serie3,strassenSeuil,16,100
serie3,strassenSeuil,16,100
serie3,strassenSeuil,16,93
serie3,strassenSeuil,16,101
serie3,strassenSeuil,16,99
serie3,strassenSeuil,16,111
serie3,strassenSeuil,16,148
